Category,Message
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
Aditya's,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
Aditya's,Just do what ever is easier for you
spam,RCT' THNQ Adrian for U text. Rgds Vatian
Aditya's,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
Aditya's,"It'll be tough, but I'll do what I have to"
Aditya's,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
Aditya's,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
Aditya's,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
Aditya's,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
Aditya's,But i'm surprised she still can guess right lor...
Aditya's,Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.
Aditya's,Oh ho. Is this the first time u use these type of words
Aditya's,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
Aditya's,I know you are serving. I mean what are you doing now.
Aditya's,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
Aditya's,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
Aditya's,I know girls always safe and selfish know i got it pa. Thank you. good night.
Aditya's,"No worries, hope photo shoot went well. have a spiffing fun at workage."
Aditya's,I'm freezing and craving ice. Fml
Aditya's,Kay... Since we are out already
Aditya's,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
Aditya's,Yo im right by yo work
Aditya's,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
Aditya's,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
Aditya's,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
Aditya's,Nope... Juz off from work...
Aditya's,Huh so fast... Dat means u havent finished painting?
Aditya's,what number do u live at? Is it 11?
Aditya's,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
Aditya's,Sac will score big hundred.he is set batsman:-)
Aditya's,Send me yetty's number pls.
Aditya's,How much it will cost approx . Per month.
Aditya's,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
Aditya's,"That's fine, have him give me a call if he knows what he wants or has any questions"
Aditya's,"Sorry, got a late start, we're on the way"
Aditya's,Then u go back urself lor...
Aditya's,I AM AT THE GAS STATION. GO THERE.
Aditya's,"K, if u bored up just come to my home.."
Aditya's,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
Aditya's,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
Aditya's,Still i have not checked it da. . .
Aditya's,You will go to walmart. I.ll stay.
Aditya's,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
Aditya's,Oh great. I.ll disturb him more so that we can talk.
Aditya's,Reverse is cheating. That is not mathematics.
Aditya's,U're welcome... Caught u using broken english again...
Aditya's,No problem baby. Is this is a good time to talk? I called and left a message.
Aditya's,"Sorry, I'll call later"
Aditya's,Oh is it! Which brand?
Aditya's,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
Aditya's,At what time are you coming.
Aditya's,Call him and say you not coming today ok and tell them not to fool me like this ok
Aditya's,I emailed yifeng my part oredi.. Can ü get it fr him..
Aditya's,R u sure they'll understand that! Wine * good idea just had a slurp!
Aditya's,Minimum walk is 3miles a day.
Aditya's,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.
Aditya's,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
Aditya's,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529
Aditya's,Please attend the phone:)
Aditya's,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
Aditya's,No messages on her phone. I'm holding it now
Aditya's,Can... I'm free...
Aditya's,"Yo my trip got postponed, you still stocked up?"
Aditya's,"Sorry, I'll call later"
Aditya's,I am waiting for your call sir.
Aditya's,Hey what are you doing. Y no reply pa..
Aditya's,"Hey elaine, is today's meeting still on?"
Aditya's,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
Aditya's,Most of the tiime when i don't let you hug me it's so i don't break into tears.
Aditya's,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
Aditya's,And now electricity just went out fml.
Aditya's,"Looks like you found something to do other than smoke, great job!"
Aditya's,Also andros ice etc etc
Aditya's,:)
Aditya's,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
Aditya's,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
Aditya's,Hows that watch resizing
Aditya's,Dear umma she called me now :-)
Aditya's,Just finished. Missing you plenty
spam,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
Aditya's,"Well, I meant as opposed to my drunken night of before"
Aditya's,K... Must book a not huh? so going for yoga basic on sunday?
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
Aditya's,Ok can...
Aditya's,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
Aditya's,So u workin overtime nigpun?
Aditya's,Same as kallis dismissial in 2nd test:-).
Aditya's,O. Guess they both got screwd
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you
Aditya's,"I'm in a meeting, call me later at"
Aditya's,What r u cooking me for dinner?
Aditya's,Ok thanx...
Aditya's,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
Aditya's,Then i buy.
spam,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
Aditya's,Heehee that was so funny tho
Aditya's,It only does simple arithmetic not percentages.
Aditya's,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
Aditya's,Thanks honey. Have a great day.
Aditya's,"An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
Aditya's,Good night my dear.. Sleepwell&amp;Take care
Aditya's,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...
Aditya's,"Jus chillaxin, what up"
Aditya's,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.
Aditya's,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
Aditya's,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!"
Aditya's,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
Aditya's,Only once then after ill obey all yours.
Aditya's,No she didnt. I will search online and let you know.
Aditya's,Where do you need to go to get it?
Aditya's,No pic. Please re-send.
Aditya's,He remains a bro amongst bros
Aditya's,Uhhhhrmm isnt having tb test bad when youre sick
Aditya's,But i haf enuff space got like 4 mb...
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470"
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
Aditya's,True. Its easier with her here.
Aditya's,Sure but since my parents will be working on Tuesday I don't really need a cover story
Aditya's,Haha okay... Today weekend leh...
Aditya's,Hi darlin did youPhone me? Im atHome if youwanna chat.
Aditya's,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
Aditya's,You've always been the brainy one.
Aditya's,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
Aditya's,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
Aditya's,Sending you greetings of joy and happiness. Do have a gr8 evening
Aditya's,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx
Aditya's,If india win or level series means this is record:)
Aditya's,Then what about further plan?
Aditya's,Its good to hear from you
Aditya's,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
Aditya's,What time you thinkin of goin?
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
Aditya's,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
Aditya's,Yes but I don't care cause I know its there!
Aditya's,"wiskey Brandy Rum Gin Beer Vodka Scotch SAditya'spain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
Aditya's,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer..."
Aditya's,Sitting ard nothing to do lor. U leh busy w work?
Aditya's,Its  &lt;#&gt; k here oh. Should i send home for sale.
Aditya's,Sorry. || mail? ||
